file	line	classification	reason	match
.kiro/skills/ui-ux-pro-max/scripts/core.py	355	UNRELATED BUSINESS TERMINOLOGY	Generic design reference catalog, not LeadCRM entitlement rules.	"landing": ["landing", "page", "cta", "conversion", "hero", "testimonial", "pricing", "section"],
.kiro/skills/ui-ux-pro-max/scripts/design_system.py	1331	UNRELATED BUSINESS TERMINOLOGY	Generic design reference catalog, not LeadCRM entitlement rules.	(["checkout", "payment", "cart", "purchase", "order", "billing"], "Checkout / Payment"),
.kiro/skills/ui-ux-pro-max/scripts/design_system.py	1335	UNRELATED BUSINESS TERMINOLOGY	Generic design reference catalog, not LeadCRM entitlement rules.	(["pricing", "plans", "subscription", "tiers", "packages"], "Pricing / Plans"),
.kiro/specs/data-view-system/requirements.md	86	UNRELATED BUSINESS TERMINOLOGY	Event subscriptions, git checkout, protocol upgrade, infrastructure resources, or ordinary technical vocabulary.	and sort. Currently uses fire-and-forget with silent failure; this spec upgrades the failure
.kiro/specs/manage-columns-persistence/requirements.md	227	UNRELATED BUSINESS TERMINOLOGY	Event subscriptions, git checkout, protocol upgrade, infrastructure resources, or ordinary technical vocabulary.	**User Story:** As an existing user, I want the system to work seamlessly even if I have no saved preferences, so that the upgrade is invisible to me.
.kiro/specs/onboarding-redirect-fix/tasks.md	386	HISTORICAL / DATABASE RETENTION	Explicitly historical project record; current access guidance supersedes it.	# ── Stripe ─────────────────────────────────────────────────────────
.kiro/specs/onboarding-redirect-fix/tasks.md	388	HISTORICAL / DATABASE RETENTION	Explicitly historical project record; current access guidance supersedes it.	STRIPE_SECRET_KEY="sk_live_your_stripe_secret_key"
.kiro/specs/onboarding-redirect-fix/tasks.md	389	HISTORICAL / DATABASE RETENTION	Explicitly historical project record; current access guidance supersedes it.	STRIPE_PUBLISHABLE_KEY="pk_live_your_stripe_publishable_key"
.kiro/specs/onboarding-redirect-fix/tasks.md	390	HISTORICAL / DATABASE RETENTION	Explicitly historical project record; current access guidance supersedes it.	STRIPE_WEBHOOK_SECRET="whsec_your_stripe_webhook_signing_secret"
.kiro/specs/onboarding-redirect-fix/tasks.md	415	HISTORICAL / DATABASE RETENTION	Explicitly historical project record; current access guidance supersedes it.	# ── Stripe (frontend) ──────────────────────────────────────────────
.kiro/specs/onboarding-redirect-fix/tasks.md	416	HISTORICAL / DATABASE RETENTION	Explicitly historical project record; current access guidance supersedes it.	STRIPE_SECRET_KEY=sk_live_your_stripe_secret_key
.kiro/specs/onboarding-redirect-fix/tasks.md	417	HISTORICAL / DATABASE RETENTION	Explicitly historical project record; current access guidance supersedes it.	STRIPE_PUBLISHABLE_KEY=pk_live_your_stripe_publishable_key
.kiro/specs/unified-data-views/requirements.md	43	UNRELATED BUSINESS TERMINOLOGY	Event subscriptions, git checkout, protocol upgrade, infrastructure resources, or ordinary technical vocabulary.	- **useTablePreferences**: The existing hook at `frontend/src/shared/hooks/use-table-preferences.ts`. Manages pageSize, viewMode (wrap/clip), and sort. Currently uses fire-and-forget with silent failure; this spec upgrades the failure path to show a non-blocking error toast.
backend/BATCH-EMAIL-TEST-RESULTS.md	193	UNRELATED BUSINESS TERMINOLOGY	Event subscriptions, git checkout, protocol upgrade, infrastructure resources, or ordinary technical vocabulary.	1. Add rate limiting per Gmail quota (consider daily limits)
backend/prisma/migrations/20260723114720_init/migration.sql	5	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	CREATE TYPE "SubscriptionStatus" AS ENUM ('TRIAL', 'ACTIVE', 'PAST_DUE', 'CANCELLED', 'EXPIRED');
backend/prisma/migrations/20260723114720_init/migration.sql	8	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	CREATE TYPE "PlanType" AS ENUM ('FREE', 'PRO', 'ENTERPRISE');
backend/prisma/migrations/20260723114720_init/migration.sql	46	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	CREATE TABLE "PricingPlan" (
backend/prisma/migrations/20260723114720_init/migration.sql	49	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	"planType" "PlanType" NOT NULL,
backend/prisma/migrations/20260723114720_init/migration.sql	61	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	CONSTRAINT "PricingPlan_pkey" PRIMARY KEY ("id")
backend/prisma/migrations/20260723114720_init/migration.sql	65	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	CREATE TABLE "PlanFeature" (
backend/prisma/migrations/20260723114720_init/migration.sql	67	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	"planId" TEXT NOT NULL,
backend/prisma/migrations/20260723114720_init/migration.sql	71	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	CONSTRAINT "PlanFeature_pkey" PRIMARY KEY ("id")
backend/prisma/migrations/20260723114720_init/migration.sql	85	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	"subscriptionStatus" "SubscriptionStatus" NOT NULL DEFAULT 'TRIAL',
backend/prisma/migrations/20260723114720_init/migration.sql	86	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	"plan" "PlanType" NOT NULL DEFAULT 'FREE',
backend/prisma/migrations/20260723114720_init/migration.sql	87	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	"trialEndsAt" TIMESTAMP(3),
backend/prisma/migrations/20260723114720_init/migration.sql	88	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	"subscriptionEndsAt" TIMESTAMP(3),
backend/prisma/migrations/20260723114720_init/migration.sql	101	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	CREATE TABLE "Subscription" (
backend/prisma/migrations/20260723114720_init/migration.sql	104	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	"planId" TEXT NOT NULL,
backend/prisma/migrations/20260723114720_init/migration.sql	106	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	"status" "SubscriptionStatus" NOT NULL DEFAULT 'TRIAL',
backend/prisma/migrations/20260723114720_init/migration.sql	115	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	CONSTRAINT "Subscription_pkey" PRIMARY KEY ("id")
backend/prisma/migrations/20260723114720_init/migration.sql	644	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	"subscriptionId" TEXT,
backend/prisma/migrations/20260723114720_init/migration.sql	798	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	CREATE UNIQUE INDEX "PricingPlan_name_key" ON "PricingPlan"("name");
backend/prisma/migrations/20260723114720_init/migration.sql	801	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	CREATE INDEX "PlanFeature_planId_idx" ON "PlanFeature"("planId");
backend/prisma/migrations/20260723114720_init/migration.sql	807	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	CREATE INDEX "Subscription_tenantId_status_idx" ON "Subscription"("tenantId", "status");
backend/prisma/migrations/20260723114720_init/migration.sql	1068	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	ALTER TABLE "PlanFeature" ADD CONSTRAINT "PlanFeature_planId_fkey" FOREIGN KEY ("planId") REFERENCES "PricingPlan"("id") ON DELETE CASCADE ON UPDATE CASCADE;
backend/prisma/migrations/20260723114720_init/migration.sql	1071	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	ALTER TABLE "Subscription" ADD CONSTRAINT "Subscription_tenantId_fkey" FOREIGN KEY ("tenantId") REFERENCES "Tenant"("id") ON DELETE RESTRICT ON UPDATE CASCADE;
backend/prisma/migrations/20260723114720_init/migration.sql	1074	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	ALTER TABLE "Subscription" ADD CONSTRAINT "Subscription_planId_fkey" FOREIGN KEY ("planId") REFERENCES "PricingPlan"("id") ON DELETE RESTRICT ON UPDATE CASCADE;
backend/prisma/migrations/20260723114720_init/migration.sql	1305	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	ALTER TABLE "Invoice" ADD CONSTRAINT "Invoice_subscriptionId_fkey" FOREIGN KEY ("subscriptionId") REFERENCES "Subscription"("id") ON DELETE SET NULL ON UPDATE CASCADE;
backend/prisma/migrations/20260808100000_add_stripe_fields/migration.sql	1	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	-- Migration: add_stripe_fields
backend/prisma/migrations/20260808100000_add_stripe_fields/migration.sql	2	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	-- Adds Stripe integration identifiers to Tenant, PricingPlan, Subscription, and PaymentTransaction.
backend/prisma/migrations/20260808100000_add_stripe_fields/migration.sql	7	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	ADD COLUMN IF NOT EXISTS "stripeCustomerId" TEXT;
backend/prisma/migrations/20260808100000_add_stripe_fields/migration.sql	9	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	CREATE UNIQUE INDEX IF NOT EXISTS "Tenant_stripeCustomerId_key"
backend/prisma/migrations/20260808100000_add_stripe_fields/migration.sql	10	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	ON "Tenant"("stripeCustomerId");
backend/prisma/migrations/20260808100000_add_stripe_fields/migration.sql	12	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	-- ── PricingPlan ───────────────────────────────────────────────────────────────
backend/prisma/migrations/20260808100000_add_stripe_fields/migration.sql	13	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	ALTER TABLE "PricingPlan"
backend/prisma/migrations/20260808100000_add_stripe_fields/migration.sql	14	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	ADD COLUMN IF NOT EXISTS "stripeProductId"        TEXT,
backend/prisma/migrations/20260808100000_add_stripe_fields/migration.sql	15	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	ADD COLUMN IF NOT EXISTS "stripeMonthlyPriceId"   TEXT,
backend/prisma/migrations/20260808100000_add_stripe_fields/migration.sql	16	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	ADD COLUMN IF NOT EXISTS "stripeQuarterlyPriceId" TEXT,
backend/prisma/migrations/20260808100000_add_stripe_fields/migration.sql	17	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	ADD COLUMN IF NOT EXISTS "stripeAnnualPriceId"    TEXT;
backend/prisma/migrations/20260808100000_add_stripe_fields/migration.sql	19	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	CREATE UNIQUE INDEX IF NOT EXISTS "PricingPlan_stripeProductId_key"
backend/prisma/migrations/20260808100000_add_stripe_fields/migration.sql	20	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	ON "PricingPlan"("stripeProductId");
backend/prisma/migrations/20260808100000_add_stripe_fields/migration.sql	21	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	CREATE UNIQUE INDEX IF NOT EXISTS "PricingPlan_stripeMonthlyPriceId_key"
backend/prisma/migrations/20260808100000_add_stripe_fields/migration.sql	22	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	ON "PricingPlan"("stripeMonthlyPriceId");
backend/prisma/migrations/20260808100000_add_stripe_fields/migration.sql	23	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	CREATE UNIQUE INDEX IF NOT EXISTS "PricingPlan_stripeQuarterlyPriceId_key"
backend/prisma/migrations/20260808100000_add_stripe_fields/migration.sql	24	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	ON "PricingPlan"("stripeQuarterlyPriceId");
backend/prisma/migrations/20260808100000_add_stripe_fields/migration.sql	25	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	CREATE UNIQUE INDEX IF NOT EXISTS "PricingPlan_stripeAnnualPriceId_key"
backend/prisma/migrations/20260808100000_add_stripe_fields/migration.sql	26	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	ON "PricingPlan"("stripeAnnualPriceId");
backend/prisma/migrations/20260808100000_add_stripe_fields/migration.sql	28	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	-- ── Subscription ──────────────────────────────────────────────────────────────
backend/prisma/migrations/20260808100000_add_stripe_fields/migration.sql	29	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	ALTER TABLE "Subscription"
backend/prisma/migrations/20260808100000_add_stripe_fields/migration.sql	30	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	ADD COLUMN IF NOT EXISTS "stripeSubscriptionId"    TEXT,
backend/prisma/migrations/20260808100000_add_stripe_fields/migration.sql	31	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	ADD COLUMN IF NOT EXISTS "stripeCheckoutSessionId" TEXT;
backend/prisma/migrations/20260808100000_add_stripe_fields/migration.sql	33	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	CREATE UNIQUE INDEX IF NOT EXISTS "Subscription_stripeSubscriptionId_key"
backend/prisma/migrations/20260808100000_add_stripe_fields/migration.sql	34	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	ON "Subscription"("stripeSubscriptionId");
backend/prisma/migrations/20260808100000_add_stripe_fields/migration.sql	36	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	CREATE INDEX IF NOT EXISTS "Subscription_stripeSubscriptionId_idx"
backend/prisma/migrations/20260808100000_add_stripe_fields/migration.sql	37	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	ON "Subscription"("stripeSubscriptionId");
backend/prisma/migrations/20260808100000_add_stripe_fields/migration.sql	41	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	ADD COLUMN IF NOT EXISTS "stripePaymentIntentId"   TEXT,
backend/prisma/migrations/20260808100000_add_stripe_fields/migration.sql	42	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	ADD COLUMN IF NOT EXISTS "stripeCheckoutSessionId" TEXT,
backend/prisma/migrations/20260808100000_add_stripe_fields/migration.sql	43	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	ADD COLUMN IF NOT EXISTS "stripeInvoiceId"         TEXT,
backend/prisma/migrations/20260808100000_add_stripe_fields/migration.sql	44	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	ADD COLUMN IF NOT EXISTS "stripeEventId"           TEXT,
backend/prisma/migrations/20260808100000_add_stripe_fields/migration.sql	45	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	ADD COLUMN IF NOT EXISTS "stripeRefundId"          TEXT,
backend/prisma/migrations/20260808100000_add_stripe_fields/migration.sql	50	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	CREATE UNIQUE INDEX IF NOT EXISTS "PaymentTransaction_stripePaymentIntentId_key"
backend/prisma/migrations/20260808100000_add_stripe_fields/migration.sql	51	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	ON "PaymentTransaction"("stripePaymentIntentId");
backend/prisma/migrations/20260808100000_add_stripe_fields/migration.sql	52	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	CREATE UNIQUE INDEX IF NOT EXISTS "PaymentTransaction_stripeRefundId_key"
backend/prisma/migrations/20260808100000_add_stripe_fields/migration.sql	53	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	ON "PaymentTransaction"("stripeRefundId");
backend/prisma/migrations/20260808100000_add_stripe_fields/migration.sql	55	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	CREATE INDEX IF NOT EXISTS "PaymentTransaction_stripePaymentIntentId_idx"
backend/prisma/migrations/20260808100000_add_stripe_fields/migration.sql	56	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	ON "PaymentTransaction"("stripePaymentIntentId");
backend/prisma/migrations/20260808100000_add_stripe_fields/migration.sql	57	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	CREATE INDEX IF NOT EXISTS "PaymentTransaction_stripeEventId_idx"
backend/prisma/migrations/20260808100000_add_stripe_fields/migration.sql	58	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	ON "PaymentTransaction"("stripeEventId");
backend/prisma/migrations/20260823000000_add_plan_feature_is_enabled/migration.sql	1	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	-- Add isEnabled column to PlanFeature to support disabled/struck-through features on pricing cards.
backend/prisma/migrations/20260823000000_add_plan_feature_is_enabled/migration.sql	3	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	ALTER TABLE "PlanFeature" ADD COLUMN "isEnabled" BOOLEAN NOT NULL DEFAULT true;
backend/prisma/migrations/20260823100000_add_payment_methods_to_pricing_plan/migration.sql	1	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	-- AddColumn: paymentMethods JSON column to PricingPlan
backend/prisma/migrations/20260823100000_add_payment_methods_to_pricing_plan/migration.sql	5	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	ALTER TABLE "PricingPlan" ADD COLUMN IF NOT EXISTS "paymentMethods" JSONB NOT NULL DEFAULT '[]';
backend/prisma/migrations/20260826000000_add_stripe_webhook_event_log/migration.sql	5	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	CREATE TABLE "StripeWebhookEvent" (
backend/prisma/migrations/20260826000000_add_stripe_webhook_event_log/migration.sql	7	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	"stripeEventId" TEXT NOT NULL,
backend/prisma/migrations/20260826000000_add_stripe_webhook_event_log/migration.sql	16	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	CONSTRAINT "StripeWebhookEvent_pkey" PRIMARY KEY ("id")
backend/prisma/migrations/20260826000000_add_stripe_webhook_event_log/migration.sql	20	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	CREATE UNIQUE INDEX "StripeWebhookEvent_stripeEventId_key" ON "StripeWebhookEvent"("stripeEventId");
backend/prisma/migrations/20260826000000_add_stripe_webhook_event_log/migration.sql	23	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	CREATE INDEX "StripeWebhookEvent_type_idx" ON "StripeWebhookEvent"("type");
backend/prisma/migrations/20260826000000_add_stripe_webhook_event_log/migration.sql	26	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	CREATE INDEX "StripeWebhookEvent_status_idx" ON "StripeWebhookEvent"("status");
backend/prisma/migrations/20260826000000_add_stripe_webhook_event_log/migration.sql	29	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	CREATE INDEX "StripeWebhookEvent_createdAt_idx" ON "StripeWebhookEvent"("createdAt");
backend/prisma/migrations/20260826100000_add_subscription_seat_downgrade_fields/migration.sql	1	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	-- AlterTable: Add pending downgrade and seat management fields to Subscription
backend/prisma/migrations/20260826100000_add_subscription_seat_downgrade_fields/migration.sql	2	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	ALTER TABLE "Subscription" ADD COLUMN "pendingPlanId" TEXT;
backend/prisma/migrations/20260826100000_add_subscription_seat_downgrade_fields/migration.sql	3	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	ALTER TABLE "Subscription" ADD COLUMN "pendingBillingCycle" TEXT;
backend/prisma/migrations/20260826100000_add_subscription_seat_downgrade_fields/migration.sql	4	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	ALTER TABLE "Subscription" ADD COLUMN "pendingDowngradeAt" TIMESTAMP(3);
backend/prisma/migrations/20260826100000_add_subscription_seat_downgrade_fields/migration.sql	5	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	ALTER TABLE "Subscription" ADD COLUMN "additionalSeats" INTEGER NOT NULL DEFAULT 0;
backend/prisma/migrations/20260826100000_add_subscription_seat_downgrade_fields/migration.sql	6	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	ALTER TABLE "Subscription" ADD COLUMN "stripeAdditionalSeatItemId" TEXT;
backend/prisma/migrations/20260906113428_rename_plantype_free_to_starter/migration.sql	1	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	-- Migration: rename_plantype_free_to_starter
backend/prisma/migrations/20260906113428_rename_plantype_free_to_starter/migration.sql	2	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	-- Renames PlanType enum value FREE -> STARTER.
backend/prisma/migrations/20260906113428_rename_plantype_free_to_starter/migration.sql	5	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	-- All existing rows with planType = 'FREE' become planType = 'STARTER' automatically.
backend/prisma/migrations/20260906113428_rename_plantype_free_to_starter/migration.sql	7	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	ALTER TYPE "PlanType" RENAME VALUE 'FREE' TO 'STARTER';
backend/prisma/migrations/20260906120000_add_subscription_none_and_owner_user_id/migration.sql	1	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	-- Migration: add NONE to SubscriptionStatus enum
backend/prisma/migrations/20260906120000_add_subscription_none_and_owner_user_id/migration.sql	7	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	ALTER TYPE "SubscriptionStatus" ADD VALUE IF NOT EXISTS 'NONE';
backend/prisma/migrations/20260906120001_tenant_owner_and_subscription_defaults/migration.sql	1	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	-- Migration: tenant_owner_and_subscription_defaults
backend/prisma/migrations/20260906120001_tenant_owner_and_subscription_defaults/migration.sql	8	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	-- Update default for subscriptionStatus: new tenants start as NONE (no subscription)
backend/prisma/migrations/20260906120001_tenant_owner_and_subscription_defaults/migration.sql	9	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	ALTER TABLE "Tenant" ALTER COLUMN "subscriptionStatus" SET DEFAULT 'NONE';
backend/prisma/migrations/20260908000000_add_payment_methods_to_remaining_tables/migration.sql	10	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	-- PricingPlan already has the column from migration
backend/prisma/migrations/20260908000000_add_payment_methods_to_remaining_tables/migration.sql	11	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	-- 20260823100000_add_payment_methods_to_pricing_plan.
backend/prisma/migrations/20260911000001_fix_role_defaults_and_backfill/migration.sql	13	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	--      - 'Restricted User'  → 'Guest'       (renamed sandbox/pre-subscription role)
backend/prisma/migrations/20260911000002_guest_free_plan_crud/migration.sql	16	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	--      tenants that have no subscription and no limits configured yet.
backend/prisma/migrations/20260911000002_guest_free_plan_crud/migration.sql	66	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	-- Only touch tenants still in the sandbox/pre-subscription state with no limits set.
backend/prisma/migrations/20260911000002_guest_free_plan_crud/migration.sql	70	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	AND  "subscriptionStatus" = 'NONE'
backend/prisma/migrations/20260911000002_guest_free_plan_crud/migration.sql	76	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	AND  "subscriptionStatus" = 'NONE'
backend/prisma/migrations/20260912135215_tenant_document_key_prerequisite/migration.sql	3	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	-- prerequisite additively; already-upgraded databases retain their values.
backend/prisma/migrations/20260912135215_tenant_document_key_prerequisite/migration.sql	10	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	-- Refuse upgrades with legacy data: those require an explicit data migration.
backend/prisma/migrations/20261000000000_add_business_verification/migration.sql	3	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	-- for structured document upload during the subscription verification flow.
backend/prisma/schema.prisma	28	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	enum SubscriptionStatus {
backend/prisma/schema.prisma	29	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	NONE       // pre-subscription / unsubscribed state (new registrations start here)
backend/prisma/schema.prisma	30	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	TRIAL
backend/prisma/schema.prisma	37	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	enum PlanType {
backend/prisma/schema.prisma	131	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	// PRICING PLAN (global G�� not tenant-scoped)
backend/prisma/schema.prisma	132	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	// Managed by SystemAdmin, consumed by Subscription
backend/prisma/schema.prisma	135	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	model PricingPlan {
backend/prisma/schema.prisma	138	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	planType               PlanType
backend/prisma/schema.prisma	149	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	// -- Stripe --------------------------------------------------------
backend/prisma/schema.prisma	150	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	stripeProductId        String?  @unique // prod_xxx � one Product per plan
backend/prisma/schema.prisma	151	HISTORICAL / DATABASE RETENTION	Ignored schema or applied migration; retain stored history without destructive DDL.	stripeMonthlyPriceId   String?  @unique // price_xxx for monthly billing
